Unnamed: 0_nan_league,Unnamed: 2_nan_team,Unnamed: 3_nan_player,nation_nan_nan,pos_nan_nan,age_nan_nan,Playing Time_MP_nan,Playing Time.2_Min_nan,Tackles.1_TklW_nan,Challenges.2_Tkl%_nan,Blocks_Blocks_nan,Blocks.2_Pass_nan,Int_nan_nan
FRA-Ligue 1,Nantes,Florent Mollet,FRA,"MF,FW",33-181,9,242,2,100.0,2,2,1.0
FRA-Ligue 1,Nantes,Francis Coquelin,FRA,MF,34-006,6,224,5,75.0,3,2,6.0
FRA-Ligue 1,Nantes,Ignatius Ganago,CMR,"FW,MF",26-092,11,241,1,50.0,3,2,4.0
FRA-Ligue 1,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",30-113,30,2620,17,63.0,27,9,25.0
FRA-Ligue 1,Nantes,Jean-Kevin Duverne,HAI,DF,27-311,9,537,12,55.6,10,7,8.0
FRA-Ligue 1,Nantes,Jean-Philippe Gbamin,CIV,MF,29-236,14,216,1,25.0,5,3,3.0
FRA-Ligue 1,Nantes,Johann Lepenant,FRA,MF,22-209,29,2048,33,45.1,35,32,18.0
FRA-Ligue 1,Nantes,Kelvin Amian,FRA,DF,27-100,30,2165,31,82.9,18,7,13.0
FRA-Ligue 1,Nantes,Louis Leroux,FRA,"MF,DF",19-116,16,816,18,72.7,22,20,8.0
FRA-Ligue 1,Nantes,Marcus Coco,FRA,DF,28-329,20,951,21,51.6,16,11,11.0
FRA-Ligue 1,Nantes,Matthis Abline,FRA,FW,22-052,34,2768,5,33.3,15,14,4.0
FRA-Ligue 1,Nantes,Meschak Elia,COD,FW,27-286,8,170,5,100.0,3,3,0.0
FRA-Ligue 1,Nantes,Moses Simon,NGA,"FW,MF",29-311,32,2609,14,31.8,11,11,12.0
FRA-Ligue 1,Nantes,Mostafa Mohamed,EGY,FW,27-172,30,1252,9,33.3,10,8,10.0
FRA-Ligue 1,Nantes,Nathan Zeze,FRA,DF,19-335,18,1512,22,69.7,22,13,23.0
FRA-Ligue 1,Nantes,Nicolas Cozza,FRA,"DF,MF",26-131,27,2051,41,66.0,25,15,25.0
FRA-Ligue 1,Nantes,Nicolas Pallois,FRA,DF,37-242,26,2017,27,58.7,48,30,28.0
FRA-Ligue 1,Nantes,Pedro Chirivella,ESP,MF,27-361,30,2348,29,45.2,25,21,19.0
FRA-Ligue 1,Nantes,Saidou Sow,GUI,DF,22-319,9,799,11,60.0,19,7,13.0
FRA-Ligue 1,Nantes,Saidou Sow,GUI,DF,22-319,12,1018,11,60.0,19,7,13.0
FRA-Ligue 1,Nantes,Sorba Thomas,WAL,"FW,MF",25-270,25,1321,6,55.6,12,10,9.0
FRA-Ligue 1,Nantes,Tino Kadewere,ZIM,"MF,FW",29-134,12,512,8,46.2,3,3,6.0
FRA-Ligue 1,Nice,Ali Abdi,TUN,"DF,MF",31-150,25,1393,25,65.1,20,14,20.0
FRA-Ligue 1,Nice,Amidou Doumbouya,FRA,DF,17-287,2,46,1,100.0,3,2,1.0
FRA-Ligue 1,Nice,Antoine Mendy,SEN,DF,20-357,18,825,21,65.5,9,4,8.0
FRA-Ligue 1,Nice,Badredine Bouanani,ALG,"MF,FW",20-162,26,1099,4,33.3,16,13,11.0
FRA-Ligue 1,Nice,Baptiste Santamaria,FRA,MF,30-071,13,927,10,59.1,14,11,18.0
FRA-Ligue 1,Nice,Baptiste Santamaria,FRA,MF,30-071,10,482,10,59.1,14,11,18.0
FRA-Ligue 1,Nice,Dante,BRA,DF,41-213,25,1964,15,51.7,29,15,34.0
FRA-Ligue 1,Nice,Evann Guessand,CIV,"FW,MF",23-322,33,2565,29,42.9,27,24,15.0
FRA-Ligue 1,Nice,Gaëtan Laborde,FRA,FW,31-016,28,1829,13,40.9,16,12,6.0
FRA-Ligue 1,Nice,Hicham Boudaoui,ALG,MF,25-238,29,2435,52,58.5,40,29,22.0
FRA-Ligue 1,Nice,Issiaga Camara,GUI,MF,20-106,4,20,1,0.0,0,0,3.0
FRA-Ligue 1,Nice,Jeremie Boga,CIV,"MF,FW",28-136,21,1054,5,50.0,13,13,3.0
FRA-Ligue 1,Nice,Jonathan Clauss,FRA,"DF,MF",32-236,28,2303,35,50.0,25,23,48.0
FRA-Ligue 1,Nice,Marcin Bułka,POL,GK,25-227,34,3060,0,0.0,0,0,0.0
FRA-Ligue 1,Nice,Melvin Bard,FRA,"DF,MF",24-194,24,1938,36,57.1,38,25,29.0
FRA-Ligue 1,Nice,Mohamed Abdelmoneim,EGY,DF,26-107,12,855,14,59.1,11,6,15.0
FRA-Ligue 1,Nice,Mohamed Ali Cho,FRA,"FW,MF",21-120,27,1621,9,33.3,17,16,5.0
FRA-Ligue 1,Nice,Morgan Sanson,FRA,MF,30-274,6,235,3,33.3,3,3,4.0
FRA-Ligue 1,Nice,Moïse Bombito,CAN,DF,25-050,27,2192,25,68.6,35,16,18.0
FRA-Ligue 1,Nice,Pablo Rosario,NED,"MF,DF",28-132,29,1775,20,55.0,19,8,31.0
FRA-Ligue 1,Nice,Rareş Ilie,ROU,MF,22-030,2,13,1,100.0,0,0,0.0
FRA-Ligue 1,Nice,Sofiane Diop,FRA,"MF,FW",24-344,28,1064,16,40.9,19,17,17.0
FRA-Ligue 1,Nice,Tanguy Ndombele,FRA,MF,28-142,18,1131,23,60.0,9,9,14.0
FRA-Ligue 1,Nice,Tom Louchet,FRA,"DF,MF",22-015,22,775,17,73.9,12,8,18.0
FRA-Ligue 1,Nice,Yael Nandjou,FRA,DF,19-317,3,154,1,50.0,4,3,4.0
FRA-Ligue 1,Nice,Youssouf Ndayishimiye,BDI,DF,26-204,23,1932,21,59.3,35,16,21.0
FRA-Ligue 1,Nice,Youssoufa Moukoko,GER,"FW,MF",20-180,11,204,2,50.0,2,2,0.0
FRA-Ligue 1,Paris S-G,Achraf Hakimi,MAR,DF,26-196,25,2066,36,49.1,25,23,31.0
FRA-Ligue 1,Paris S-G,Axel Tapé,FRA,"DF,MF",17-282,2,180,1,100.0,2,0,1.0
FRA-Ligue 1,Paris S-G,Bradley Barcola,FRA,FW,22-259,34,2181,17,25.8,25,23,19.0
FRA-Ligue 1,Paris S-G,Désiré Doué,FRA,"FW,MF",19-350,31,1730,30,47.1,26,26,13.0
FRA-Ligue 1,Paris S-G,Fabián Ruiz Peña,ESP,MF,29-046,30,1923,24,44.7,25,22,16.0
FRA-Ligue 1,Paris S-G,Gianluigi Donnarumma,ITA,GK,26-083,24,2091,1,50.0,0,0,0.0
FRA-Ligue 1,Paris S-G,Gonçalo Ramos,POR,FW,23-333,22,1066,6,50.0,5,4,0.0
FRA-Ligue 1,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",17-115,9,340,2,37.5,2,2,2.0
FRA-Ligue 1,Paris S-G,João Neves,POR,"MF,DF",20-234,29,1844,31,60.0,29,20,23.0
FRA-Ligue 1,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,24-096,14,916,13,56.5,7,7,2.0
FRA-Ligue 1,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,24-096,17,1178,13,56.5,7,7,2.0
FRA-Ligue 1,Paris S-G,Lee Kang-in,KOR,"FW,MF",24-089,30,1663,17,54.3,11,10,3.0
FRA-Ligue 1,Paris S-G,Lucas Beraldo,BRA,DF,21-176,25,2011,31,62.2,16,8,21.0
FRA-Ligue 1,Paris S-G,Lucas Hernández,FRA,DF,29-094,16,877,18,60.9,12,7,7.0
FRA-Ligue 1,Paris S-G,Marco Asensio,ESP,"FW,MF",29-118,12,699,3,0.0,1,1,0.0
FRA-Ligue 1,Paris S-G,Marco Asensio,ESP,"FW,MF",29-118,12,618,3,0.0,1,1,0.0
FRA-Ligue 1,Paris S-G,Marquinhos,BRA,DF,31-005,22,1725,19,75.8,27,12,11.0
FRA-Ligue 1,Paris S-G,Milan Škriniar,SVK,DF,30-097,5,382,5,100.0,7,1,3.0
FRA-Ligue 1,Paris S-G,Nuno Mendes,POR,DF,22-334,24,1676,19,59.0,25,17,18.0
FRA-Ligue 1,Paris S-G,Ousmane Dembélé,FRA,FW,28-004,29,1730,5,33.3,3,3,9.0
FRA-Ligue 1,Paris S-G,Randal Kolo Muani,FRA,FW,26-165,10,358,4,0.0,1,1,0.0
FRA-Ligue 1,Paris S-G,Randal Kolo Muani,FRA,FW,26-165,15,1085,4,0.0,1,1,0.0
FRA-Ligue 1,Paris S-G,Senny Mayulu,FRA,MF,19-002,20,808,16,57.1,8,5,5.0
FRA-Ligue 1,Paris S-G,Vitinha,POR,MF,25-095,29,2042,23,52.1,26,19,14.0
FRA-Ligue 1,Paris S-G,Vitinha,POR,MF,25-095,24,1266,23,52.1,26,19,14.0
FRA-Ligue 1,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",19-072,29,2050,26,51.1,35,29,23.0
FRA-Ligue 1,Paris S-G,Willian Pacho,ECU,DF,23-215,28,2132,32,71.9,35,13,40.0
FRA-Ligue 1,Paris S-G,Yoram Zague,FRA,"DF,FW",19-004,4,183,6,75.0,3,3,2.0
FRA-Ligue 1,Reims,Abdoul Koné,FRA,DF,20-027,4,133,3,60.0,2,1,1.0
FRA-Ligue 1,Reims,Amadou Koné,MLI,MF,20-005,24,1293,32,62.9,18,14,19.0
FRA-Ligue 1,Reims,Amine Salama,FRA,FW,24-305,17,373,2,0.0,2,1,1.0
FRA-Ligue 1,Reims,Ange Martial Tia,MLI,"MF,DF",18-180,6,171,3,33.3,3,3,2.0
FRA-Ligue 1,Reims,Aurélio Buta,POR,DF,28-098,27,1970,24,50.0,19,14,22.0
FRA-Ligue 1,Reims,Cédric Kipré,CIV,DF,28-161,28,2190,30,74.4,42,15,32.0
FRA-Ligue 1,Reims,Emmanuel Agbadou,CIV,DF,27-336,14,1230,17,73.1,22,9,19.0
FRA-Ligue 1,Reims,Emmanuel Agbadou,CIV,DF,27-336,14,1260,17,73.1,22,9,19.0
FRA-Ligue 1,Reims,Gabriel Moscardo,BRA,"MF,DF",19-233,6,84,1,33.3,3,2,0.0
FRA-Ligue 1,Reims,Hafiz Ibrahim,NGA,FW,19-150,11,391,2,0.0,4,2,2.0
FRA-Ligue 1,Reims,Hiroki Sekine,JPN,DF,22-281,15,887,7,41.2,22,11,5.0
FRA-Ligue 1,Reims,John Joe,IRL,MF,21-207,4,48,15,36.8,11,9,6.0
FRA-Ligue 1,Reims,John Joe,IRL,MF,21-207,13,545,15,36.8,11,9,6.0
FRA-Ligue 1,Reims,Jordan Pefok,USA,FW,29-023,7,380,2,66.7,3,2,2.0
FRA-Ligue 1,Reims,Jordan Pefok,USA,FW,29-023,18,908,2,66.7,3,2,2.0
FRA-Ligue 1,Reims,Joseph Okumu,KEN,DF,27-358,22,1695,15,62.5,33,12,25.0
FRA-Ligue 1,Reims,Junya Ito,JPN,"FW,MF",32-071,33,2690,30,28.3,33,30,13.0
FRA-Ligue 1,Reims,Keito Nakamura,JPN,"FW,MF",24-295,32,2649,16,35.5,21,20,13.0
FRA-Ligue 1,Reims,Mamadou Diakhon,FRA,"FW,MF",19-239,28,858,8,50.0,5,4,4.0
FRA-Ligue 1,Reims,Marshall Munetsi,ZIM,MF,28-331,12,968,18,57.9,27,24,17.0
FRA-Ligue 1,Reims,Marshall Munetsi,ZIM,MF,28-331,19,1692,18,57.9,27,24,17.0
FRA-Ligue 1,Reims,Martin Adeline,FRA,MF,21-168,1,26,1,50.0,0,0,0.0
FRA-Ligue 1,Reims,Mohamed Bamba,CIV,MF,20-223,2,10,0,0.0,2,1,0.0
FRA-Ligue 1,Reims,Mory Gbane,CIV,"DF,MF",24-145,13,1125,11,54.2,12,2,18.0
FRA-Ligue 1,Reims,Nhoa Sangui,FRA,"DF,MF",19-081,26,1158,9,75.0,8,4,8.0
FRA-Ligue 1,Reims,Oumar Diakité,CIV,FW,21-150,26,1628,13,47.4,13,11,3.0
FRA-Ligue 1,Reims,Reda Khadra,GER,"MF,FW",23-319,4,78,1,0.0,0,0,0.0
FRA-Ligue 1,Reims,Sergio Akieme,ESP,DF,27-154,30,2523,23,61.1,26,17,17.0
FRA-Ligue 1,Reims,Teddy Teuma,MLT,MF,31-231,17,750,10,28.0,12,10,12.0
FRA-Ligue 1,Reims,Thibault De Smet,BEL,DF,26-348,5,192,4,100.0,5,2,4.0
FRA-Ligue 1,Reims,Valentin Atangana Edoa,FRA,MF,19-267,34,2854,50,73.7,31,16,37.0
FRA-Ligue 1,Reims,Yaya Kader Fofana,MLI,"MF,FW",20-341,12,634,11,33.3,11,9,3.0
FRA-Ligue 1,Reims,Yehvann Diouf,FRA,GK,25-184,34,3060,1,33.3,0,0,1.0
FRA-Ligue 1,Rennes,Adrien Truffert,FRA,"DF,MF",23-180,33,2752,36,66.7,44,38,27.0
FRA-Ligue 1,Rennes,Albert Grønbaek,DEN,"MF,FW",23-361,4,143,11,35.7,9,8,4.0
FRA-Ligue 1,Rennes,Albert Grønbaek,DEN,"MF,FW",23-361,16,813,11,35.7,9,8,4.0
FRA-Ligue 1,Rennes,Alidu Seidu,GHA,DF,24-349,11,803,18,80.0,13,7,14.0
FRA-Ligue 1,Rennes,Amine Gouiri,ALG,"MF,FW",25-092,14,1048,6,25.0,8,8,2.0
FRA-Ligue 1,Rennes,Amine Gouiri,ALG,"MF,FW",25-092,19,1037,6,25.0,8,8,2.0
FRA-Ligue 1,Rennes,Anthony Rouault,FRA,DF,23-355,11,972,8,100.0,13,2,8.0
FRA-Ligue 1,Rennes,Anthony Rouault,FRA,DF,23-355,18,1212,8,100.0,13,2,8.0
FRA-Ligue 1,Rennes,Arnaud Kalimuendo,FRA,"FW,MF",23-119,33,2578,12,46.7,9,7,4.0
FRA-Ligue 1,Rennes,Ayanda Sishuba,BEL,FW,20-106,1,3,0,100.0,0,0,0.0
FRA-Ligue 1,Rennes,Azor Matusiwa,NED,MF,27-021,29,2078,39,74.4,29,19,34.0
FRA-Ligue 1,Rennes,Baptiste Santamaria,FRA,MF,30-071,13,927,4,54.5,10,6,12.0
FRA-Ligue 1,Rennes,Baptiste Santamaria,FRA,MF,30-071,10,482,4,54.5,10,6,12.0
FRA-Ligue 1,Rennes,Benjamin Bourigeaud,FRA,MF,31-125,1,80,0,0.0,2,1,2.0
FRA-Ligue 1,Rennes,Brice Samba,FRA,GK,31-024,15,1350,1,50.0,0,0,0.0
FRA-Ligue 1,Rennes,Brice Samba,FRA,GK,31-024,17,1529,1,50.0,0,0,0.0
FRA-Ligue 1,Rennes,Carlos Gómez,COL,"MF,DF",22-249,17,381,6,33.3,6,6,2.0
FRA-Ligue 1,Rennes,Christopher Wooh,CMR,DF,23-243,20,1456,19,66.7,22,14,23.0
FRA-Ligue 1,Rennes,Djaoui Cissé,FRA,MF,21-108,14,1121,18,61.5,29,25,13.0
FRA-Ligue 1,Rennes,Glen Kamara,FIN,MF,29-203,13,662,11,64.7,7,7,7.0
FRA-Ligue 1,Rennes,Hans Hateboer,NED,DF,31-130,26,1684,16,50.0,19,13,29.0
FRA-Ligue 1,Rennes,Ismaël Koné,CAN,MF,22-347,8,360,6,71.4,9,7,4.0
FRA-Ligue 1,Rennes,Ismaël Koné,CAN,MF,22-347,13,469,6,71.4,9,7,4.0
FRA-Ligue 1,Rennes,Jordan James,WAL,MF,20-321,23,1178,19,53.3,14,13,14.0
FRA-Ligue 1,Rennes,Jota,POR,"FW,MF",26-050,9,334,2,57.1,1,1,3.0
FRA-Ligue 1,Rennes,Jérémy Jacquet,FRA,DF,19-310,11,927,17,63.6,9,6,27.0
FRA-Ligue 1,Rennes,Kazeem Olaigbe,BEL,"MF,FW",22-137,10,299,4,50.0,3,2,0.0
FRA-Ligue 1,Rennes,Kyogo Furuhashi,JPN,FW,30-119,6,123,2,100.0,0,0,0.0
FRA-Ligue 1,Rennes,Leo Skiri Østigård,NOR,DF,25-172,16,1227,18,68.2,12,2,15.0
FRA-Ligue 1,Rennes,Leo Skiri Østigård,NOR,DF,25-172,11,927,18,68.2,12,2,15.0
FRA-Ligue 1,Rennes,Lilian Brassier,FRA,DF,25-198,12,779,12,81.8,17,7,22.0
FRA-Ligue 1,Rennes,Lilian Brassier,FRA,DF,25-198,14,1234,12,81.8,17,7,22.0
FRA-Ligue 1,Rennes,Lorenz Assignon,TOG,"DF,MF",24-331,32,2357,27,44.2,20,17,25.0
FRA-Ligue 1,Rennes,Ludovic Blas,FRA,"MF,FW",27-139,29,2293,25,54.8,16,14,13.0
FRA-Ligue 1,Rennes,Mahamadou Nagida,CMR,DF,19-325,12,430,6,80.0,3,3,9.0
FRA-Ligue 1,Rennes,Mikayil Ngor Faye,SEN,DF,20-309,11,688,12,77.8,9,5,12.0
FRA-Ligue 1,Rennes,Mohamed Meité,FRA,FW,17-220,12,544,0,100.0,1,1,0.0
FRA-Ligue 1,Rennes,Musa Al-Taamari,JOR,"FW,MF",27-343,15,1116,1,0.0,5,5,2.0
FRA-Ligue 1,Rennes,Musa Al-Taamari,JOR,"FW,MF",27-343,11,567,1,0.0,5,5,2.0
FRA-Ligue 1,Rennes,Seko Fofana,CIV,MF,30-012,16,844,7,28.6,7,6,7.0
FRA-Ligue 1,Rennes,Steve Mandanda,FRA,GK,40-052,18,1486,0,0.0,0,0,0.0
FRA-Ligue 1,Saint-Étienne,Aimen Moueffek,FRA,MF,24-040,22,1039,12,43.5,20,13,5.0
FRA-Ligue 1,Saint-Étienne,Augustine Boakye,GHA,"FW,MF",24-197,17,733,3,27.3,5,5,6.0
FRA-Ligue 1,Saint-Étienne,Ayman Aiki,FRA,"FW,MF",19-328,5,127,3,100.0,1,1,1.0
FRA-Ligue 1,Saint-Étienne,Ben Old,NZL,"FW,MF",22-279,13,528,5,27.3,8,7,2.0
FRA-Ligue 1,Saint-Étienne,Benjamin Bouchouari,MAR,MF,23-187,25,1772,27,34.8,21,20,17.0
FRA-Ligue 1,Saint-Étienne,Beres Owusu,FRA,DF,21-242,1,90,2,100.0,2,0,0.0
FRA-Ligue 1,Saint-Étienne,Dennis Appiah,FRA,DF,32-344,29,2128,43,57.7,36,28,29.0
FRA-Ligue 1,Saint-Étienne,Djylian N'Guessan,FRA,FW,16-262,8,181,4,40.0,1,1,0.0
FRA-Ligue 1,Saint-Étienne,Dylan Batubinsika,COD,DF,29-093,25,2016,13,59.1,23,9,39.0
FRA-Ligue 1,Saint-Étienne,Florian Tardieu,FRA,MF,33-027,24,1252,14,35.3,18,13,15.0
FRA-Ligue 1,Saint-Étienne,Gautier Larsonneur,FRA,GK,28-085,34,3060,0,0.0,1,1,0.0
FRA-Ligue 1,Saint-Étienne,Ibrahim Sissoko,MLI,FW,29-173,20,819,9,40.0,10,8,2.0
FRA-Ligue 1,Saint-Étienne,Ibrahima Wadji,SEN,"FW,MF",30-014,10,347,6,42.9,1,1,1.0
FRA-Ligue 1,Saint-Étienne,Irvin Cardona,FRA,FW,27-284,16,606,5,14.3,16,13,4.0
FRA-Ligue 1,Saint-Étienne,Irvin Cardona,FRA,FW,27-284,15,1063,5,14.3,16,13,4.0
FRA-Ligue 1,Saint-Étienne,Kévin Pedro,FRA,DF,19-087,1,10,0,100.0,1,1,2.0
FRA-Ligue 1,Saint-Étienne,Lamine Fomba,FRA,MF,27-113,7,217,6,28.6,7,6,4.0
FRA-Ligue 1,Saint-Étienne,Louis Mouton,FRA,MF,22-350,24,1045,25,59.5,17,14,10.0
FRA-Ligue 1,Saint-Étienne,Lucas Stassin,BEL,FW,20-172,28,1887,11,30.0,10,10,3.0
FRA-Ligue 1,Saint-Étienne,Léo Pétrot,FRA,DF,28-034,31,2634,39,66.7,50,23,42.0
FRA-Ligue 1,Saint-Étienne,Marwann Nzuzi,FRA,DF,21-003,2,125,2,50.0,0,0,2.0
FRA-Ligue 1,Saint-Étienne,Mathieu Cafaro,FRA,"MF,FW",28-055,15,732,7,26.7,7,6,7.0
FRA-Ligue 1,Saint-Étienne,Mathis Amougou,FRA,MF,19-121,1,8,15,52.6,10,10,12.0
FRA-Ligue 1,Saint-Étienne,Mathis Amougou,FRA,MF,19-121,17,859,15,52.6,10,10,12.0
FRA-Ligue 1,Saint-Étienne,Maxime Bernauer,FRA,DF,26-322,11,763,9,62.5,7,4,5.0
FRA-Ligue 1,Saint-Étienne,Mickael Nade,FRA,DF,26-076,26,2306,43,77.8,37,18,33.0
FRA-Ligue 1,Saint-Étienne,Pierre Cornud,FRA,DF,28-158,11,576,10,47.1,9,5,9.0
FRA-Ligue 1,Saint-Étienne,Pierre Ekwah Elimby,FRA,MF,23-124,29,2575,33,60.7,26,14,47.0
FRA-Ligue 1,Saint-Étienne,Yunis Abdelhamid,MAR,DF,37-233,16,1033,11,62.5,26,8,14.0
FRA-Ligue 1,Saint-Étienne,Yvann Macon,FRA,DF,26-230,12,790,11,47.6,14,10,2.0
FRA-Ligue 1,Saint-Étienne,Zuriko Davitashvili,GEO,"FW,MF",24-093,33,2778,14,30.6,20,20,14.0
FRA-Ligue 1,Strasbourg,Abakar Sylla,CIV,DF,22-145,21,950,15,88.2,18,8,11.0
FRA-Ligue 1,Strasbourg,Andrew Omobamidele,IRL,DF,22-330,10,539,4,40.0,12,4,8.0
FRA-Ligue 1,Strasbourg,Andrey Santos,BRA,MF,21-016,32,2855,74,58.6,46,32,32.0
FRA-Ligue 1,Strasbourg,Caleb Wiley,USA,"DF,MF",20-148,6,266,0,0.0,3,2,4.0
FRA-Ligue 1,Strasbourg,Diego Moreira,POR,"DF,MF",20-286,32,2568,28,48.0,23,19,35.0
FRA-Ligue 1,Strasbourg,Dilane Bakwa,FRA,"MF,DF",22-266,30,2497,14,50.0,21,20,15.0
FRA-Ligue 1,Strasbourg,Eduard Sobol,UKR,DF,30-029,10,95,0,0.0,2,1,2.0
FRA-Ligue 1,Strasbourg,Emanuel Emegha,NED,FW,22-105,27,2293,6,33.3,18,13,1.0
FRA-Ligue 1,Strasbourg,Félix Lemaréchal,FRA,"MF,FW",21-285,27,1779,24,48.3,35,31,14.0
FRA-Ligue 1,Strasbourg,Guela Doué,CIV,DF,22-214,32,2717,45,68.5,38,32,34.0
FRA-Ligue 1,Strasbourg,Guimissongui Ouattara,FRA,"DF,FW",19-209,17,471,4,60.0,10,10,9.0
FRA-Ligue 1,Strasbourg,Habib Diarra,SEN,"MF,FW",21-136,30,2352,13,40.0,22,16,13.0
FRA-Ligue 1,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",21-299,31,2639,22,68.0,31,17,25.0
FRA-Ligue 1,Strasbourg,Junior Mwanga,FRA,MF,22-008,11,952,9,55.6,2,2,2.0
FRA-Ligue 1,Strasbourg,Junior Mwanga,FRA,MF,22-008,8,296,9,55.6,2,2,2.0
FRA-Ligue 1,Strasbourg,Jérémy Sebas,MTQ,"FW,MF",22-035,13,190,2,66.7,2,2,0.0
FRA-Ligue 1,Strasbourg,Karl-Johan Johnsson,SWE,GK,35-111,3,270,0,0.0,0,0,0.0
FRA-Ligue 1,Strasbourg,Mamadou Sarr,FRA,DF,19-263,27,2365,21,66.7,26,6,25.0
FRA-Ligue 1,Strasbourg,Marvin Senaya,TOG,DF,24-111,10,227,3,50.0,6,4,7.0
FRA-Ligue 1,Strasbourg,Saidou Sow,GUI,DF,22-319,9,799,5,50.0,15,6,15.0
FRA-Ligue 1,Strasbourg,Saidou Sow,GUI,DF,22-319,12,1018,5,50.0,15,6,15.0
FRA-Ligue 1,Strasbourg,Samuel Amo-Ameyaw,ENG,"DF,MF",18-305,2,28,3,22.2,3,3,3.0
FRA-Ligue 1,Strasbourg,Samuel Amo-Ameyaw,ENG,"DF,MF",18-305,9,320,3,22.2,3,3,3.0
FRA-Ligue 1,Strasbourg,Sebastian Nanasi,SWE,"MF,FW",23-003,31,2107,13,36.4,24,21,7.0
FRA-Ligue 1,Strasbourg,Sekou Mara,FRA,"FW,MF",22-293,25,768,6,33.3,11,11,3.0
FRA-Ligue 1,Strasbourg,Thomas Delaine,FRA,DF,33-056,2,9,1,100.0,0,0,1.0
FRA-Ligue 1,Strasbourg,Valentín Barco,ARG,"MF,DF",20-300,7,288,22,73.3,8,5,13.0
FRA-Ligue 1,Strasbourg,Valentín Barco,ARG,"MF,DF",20-300,14,1157,22,73.3,8,5,13.0
FRA-Ligue 1,Toulouse,Aron Dønnum,NOR,"DF,MF",27-029,32,2689,35,56.4,29,25,28.0
FRA-Ligue 1,Toulouse,Charlie Cresswell,ENG,DF,22-275,31,2592,23,60.9,44,16,28.0
FRA-Ligue 1,Toulouse,Cristian Cásseres Jr.,VEN,MF,25-119,32,2696,61,52.3,35,26,42.0
FRA-Ligue 1,Toulouse,Denis Genreau,AUS,MF,25-363,8,222,5,50.0,3,3,3.0
FRA-Ligue 1,Toulouse,Djibril Sidibé,FRA,DF,32-294,28,2101,36,62.0,11,8,20.0
FRA-Ligue 1,Toulouse,Frank Magri,CMR,"FW,MF",25-257,31,1516,2,37.5,16,14,4.0
FRA-Ligue 1,Toulouse,Gabriel Suazo,CHI,DF,27-283,30,2163,39,41.7,27,24,36.0
FRA-Ligue 1,Toulouse,Guillaume Restes,FRA,GK,20-069,29,2543,1,66.7,0,0,1.0
FRA-Ligue 1,Toulouse,Jaydee Canvot,FRA,"DF,MF",18-294,18,1106,11,66.7,10,8,11.0
FRA-Ligue 1,Toulouse,Joshua King,NOR,"FW,MF",33-124,7,113,11,41.7,10,7,6.0
FRA-Ligue 1,Toulouse,Joshua King,NOR,"FW,MF",33-124,28,1673,11,41.7,10,7,6.0
FRA-Ligue 1,Toulouse,Logan Costa,CPV,DF,24-048,31,2497,1,100.0,2,0,2.0
FRA-Ligue 1,Toulouse,Logan Costa,CPV,DF,24-048,1,90,1,100.0,2,0,2.0
FRA-Ligue 1,Toulouse,Mark McKenzie,USA,DF,26-083,30,2496,31,73.3,31,13,22.0
FRA-Ligue 1,Toulouse,Miha Zajc,SVN,MF,30-322,19,262,4,60.0,2,1,3.0
FRA-Ligue 1,Toulouse,Niklas Schmidt,GER,MF,27-079,9,205,4,57.1,0,0,1.0
FRA-Ligue 1,Toulouse,Noah Edjouma,FRA,"MF,FW",19-227,10,171,2,50.0,1,0,2.0
FRA-Ligue 1,Toulouse,Rafik Messali,FRA,DF,22-021,13,456,8,87.5,9,8,10.0
FRA-Ligue 1,Toulouse,Rasmus Nicolaisen,DEN,DF,28-064,7,623,3,60.0,10,5,10.0
FRA-Ligue 1,Toulouse,Shavy Babicka,GAB,"MF,FW",24-352,30,1186,12,47.6,14,14,3.0
FRA-Ligue 1,Toulouse,Vincent Sierro,SUI,MF,29-223,29,2402,27,48.2,34,25,16.0
FRA-Ligue 1,Toulouse,Waren Kamanzi,NOR,"DF,MF",24-189,24,1022,13,50.0,7,4,9.0
FRA-Ligue 1,Toulouse,Yann Gboho,FRA,"MF,FW",24-125,31,2333,18,40.0,20,20,6.0
FRA-Ligue 1,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",25-090,26,1901,13,17.4,16,15,6.0
FRA-Ligue 1,Toulouse,Ümit Akdag,ROU,DF,21-225,9,500,4,41.7,10,2,11.0
GER-Bundesliga,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",26-347,28,2109,26,50.0,16,16,15.0
GER-Bundesliga,Augsburg,Arne Maier,GER,MF,26-131,28,938,7,53.8,15,14,6.0
GER-Bundesliga,Augsburg,Cedric Zesiger,SUI,DF,26-329,15,1221,7,61.5,17,7,21.0
GER-Bundesliga,Augsburg,Cedric Zesiger,SUI,DF,26-329,7,522,7,61.5,17,7,21.0
GER-Bundesliga,Augsburg,Chrislain Matsima,FRA,DF,23-004,30,2551,20,65.4,48,19,52.0
GER-Bundesliga,Augsburg,Dimitris Giannoulis,GRE,DF,29-214,31,2650,32,59.1,49,38,47.0
