Unnamed: 0_nan_league,Unnamed: 2_nan_team,Unnamed: 3_nan_player,nation_nan_nan,pos_nan_nan,age_nan_nan,Playing Time_MP_nan,Playing Time.2_Min_nan,Tackles.1_TklW_nan,Challenges.2_Tkl%_nan,Blocks_Blocks_nan,Blocks.2_Pass_nan,Int_nan_nan
ESP-La Liga,Villarreal,Gerard Moreno,ESP,FW,33-042,16,687,4,27.3,0,0,2.0
ESP-La Liga,Villarreal,Ilias Akhomach,MAR,"MF,FW",21-033,11,584,7,50.0,8,8,3.0
ESP-La Liga,Villarreal,Juan Bernat,ESP,"DF,MF",32-079,14,699,7,80.0,3,2,1.0
ESP-La Liga,Villarreal,Juan Bernat,ESP,"DF,MF",32-079,10,212,7,80.0,3,2,1.0
ESP-La Liga,Villarreal,Juan Foyth,ARG,DF,27-127,19,1517,15,68.8,26,9,19.0
ESP-La Liga,Villarreal,Karl Etta,CMR,"FW,MF",21-217,3,21,0,0.0,1,1,0.0
ESP-La Liga,Villarreal,Kiko Femenía,ESP,DF,34-106,28,2227,34,57.9,21,11,40.0
ESP-La Liga,Villarreal,Logan Costa,CPV,DF,24-048,31,2497,21,82.8,22,9,21.0
ESP-La Liga,Villarreal,Logan Costa,CPV,DF,24-048,1,90,21,82.8,22,9,21.0
ESP-La Liga,Villarreal,Nicolas Pépé,CIV,"FW,MF",29-355,27,1465,9,35.3,12,11,5.0
ESP-La Liga,Villarreal,Pape Gueye,SEN,MF,26-115,33,2150,26,71.4,31,18,27.0
ESP-La Liga,Villarreal,Pau Cabanes,ESP,"MF,FW",20-091,6,188,4,75.0,5,5,3.0
ESP-La Liga,Villarreal,Pau Cabanes,ESP,"MF,FW",20-091,10,163,4,75.0,5,5,3.0
ESP-La Liga,Villarreal,Pau Navarro,ESP,DF,20-024,16,826,17,51.4,13,7,4.0
ESP-La Liga,Villarreal,Ramón Terrats,ESP,"MF,FW",24-213,14,1161,3,50.0,3,2,2.0
ESP-La Liga,Villarreal,Ramón Terrats,ESP,"MF,FW",24-213,11,131,3,50.0,3,2,2.0
ESP-La Liga,Villarreal,Raúl Albiol,ESP,DF,39-257,15,1188,9,60.0,10,1,6.0
ESP-La Liga,Villarreal,Santi Comesaña,ESP,MF,28-226,35,2560,49,55.3,56,34,19.0
